image_path,xmin,xmax,ymin,ymax,class_id
dataset\0007청금강앵무\0007_00000251.jpg,136,182,12,65,7
dataset\0007청금강앵무\0007_00000059.jpg,158,263,66,119,7
dataset\0007청금강앵무\0007_00000223.jpg,133,186,41,103,7
dataset\0007청금강앵무\0007_00000080.jpg,199,289,68,120,7
dataset\0007청금강앵무\0007_00000119.jpg,100,166,37,101,7
dataset\0007청금강앵무\0007_00000281.jpg,137,176,36,81,7
dataset\0007청금강앵무\0007_00000017.jpg,172,275,79,139,7
dataset\0007청금강앵무\0007_00000134.jpg,112,180,40,113,7
dataset\0007청금강앵무\0007_00000141.jpg,116,184,32,105,7
dataset\0007청금강앵무\0007_00000198.jpg,123,175,72,133,7
dataset\0007청금강앵무\0007_00000225.jpg,139,191,36,97,7
dataset\0007청금강앵무\0007_00000233.jpg,136,186,48,107,7
dataset\0007청금강앵무\0007_00000114.jpg,85,159,29,91,7
dataset\0007청금강앵무\0007_00000102.jpg,76,150,10,72,7
dataset\0007청금강앵무\0007_00000183.jpg,101,170,56,129,7
dataset\0007청금강앵무\0007_00000254.jpg,137,183,8,61,7
dataset\0007청금강앵무\0007_00000295.jpg,143,180,52,95,7
dataset\0007청금강앵무\0007_00000087.jpg,203,293,80,132,7
dataset\0007청금강앵무\0007_00000051.jpg,143,249,73,125,7
dataset\0007청금강앵무\0007_00000096.jpg,84,158,8,69,7
dataset\0007청금강앵무\0007_00000019.jpg,166,269,79,139,7
dataset\0007청금강앵무\0007_00000238.jpg,135,180,57,111,7
dataset\0007청금강앵무\0007_00000111.jpg,80,154,18,80,7
dataset\0007청금강앵무\0007_00000329.jpg,208,279,89,178,7
dataset\0007청금강앵무\0007_00000139.jpg,113,182,33,107,7
dataset\0007청금강앵무\0007_00000180.jpg,100,168,56,129,7
dataset\0007청금강앵무\0007_00000301.jpg,141,179,57,100,7
dataset\0007청금강앵무\0007_00000014.jpg,188,279,77,139,7
dataset\0007청금강앵무\0007_00000007.jpg,204,291,79,137,7
dataset\0007청금강앵무\0007_00000326.jpg,199,262,112,171,7
dataset\0007청금강앵무\0007_00000316.jpg,135,172,64,107,7
dataset\0007청금강앵무\0007_00000317.jpg,135,172,61,104,7
dataset\0007청금강앵무\0007_00000158.jpg,131,199,24,97,7
dataset\0007청금강앵무\0007_00000046.jpg,139,237,72,124,7
dataset\0007청금강앵무\0007_00000026.jpg,141,245,88,143,7
dataset\0007청금강앵무\0007_00000065.jpg,170,275,64,116,7
dataset\0007청금강앵무\0007_00000062.jpg,164,270,66,119,7
dataset\0007청금강앵무\0007_00000050.jpg,141,247,72,124,7
dataset\0007청금강앵무\0007_00000252.jpg,137,183,12,65,7
dataset\0007청금강앵무\0007_00000163.jpg,117,186,20,93,7
dataset\0007청금강앵무\0007_00000261.jpg,139,184,2,56,7
dataset\0007청금강앵무\0007_00000310.jpg,141,179,66,109,7
dataset\0007청금강앵무\0007_00000220.jpg,133,186,42,104,7
dataset\0007청금강앵무\0007_00000202.jpg,124,179,66,132,7
dataset\0007청금강앵무\0007_00000298.jpg,141,179,54,97,7
dataset\0007청금강앵무\0007_00000056.jpg,151,257,70,123,7
dataset\0007청금강앵무\0007_00000116.jpg,88,158,37,96,7
dataset\0007청금강앵무\0007_00000211.jpg,131,183,64,125,7
dataset\0007청금강앵무\0007_00000237.jpg,133,179,56,109,7
dataset\0007청금강앵무\0007_00000204.jpg,121,174,72,133,7
dataset\0007청금강앵무\0007_00000271.jpg,143,186,10,61,7
dataset\0007청금강앵무\0007_00000311.jpg,140,178,68,111,7
dataset\0007청금강앵무\0007_00000209.jpg,129,182,68,129,7
dataset\0007청금강앵무\0007_00000045.jpg,139,237,72,124,7
dataset\0007청금강앵무\0007_00000068.jpg,171,277,62,115,7
dataset\0007청금강앵무\0007_00000201.jpg,124,179,65,131,7
dataset\0007청금강앵무\0007_00000302.jpg,141,179,60,103,7
dataset\0007청금강앵무\0007_00000110.jpg,76,150,17,79,7
dataset\0007청금강앵무\0007_00000296.jpg,140,178,53,96,7
dataset\0007청금강앵무\0007_00000023.jpg,152,255,84,139,7
dataset\0007청금강앵무\0007_00000055.jpg,150,255,70,123,7
dataset\0007청금강앵무\0007_00000063.jpg,166,271,65,117,7
dataset\0007청금강앵무\0007_00000011.jpg,198,285,80,139,7
dataset\0007청금강앵무\0007_00000006.jpg,200,287,77,136,7
dataset\0007청금강앵무\0007_00000090.jpg,92,166,5,66,7
dataset\0007청금강앵무\0007_00000118.jpg,93,163,36,103,7
dataset\0007청금강앵무\0007_00000053.jpg,145,251,73,125,7
dataset\0007청금강앵무\0007_00000315.jpg,135,172,62,105,7
dataset\0007청금강앵무\0007_00000284.jpg,140,176,42,85,7
dataset\0007청금강앵무\0007_00000197.jpg,120,172,72,133,7
dataset\0007청금강앵무\0007_00000285.jpg,140,176,40,83,7
dataset\0007청금강앵무\0007_00000030.jpg,133,237,89,144,7
dataset\0007청금강앵무\0007_00000157.jpg,127,195,25,99,7
dataset\0007청금강앵무\0007_00000125.jpg,112,178,42,112,7
dataset\0007청금강앵무\0007_00000186.jpg,104,172,56,129,7
dataset\0007청금강앵무\0007_00000278.jpg,140,179,32,77,7
dataset\0007청금강앵무\0007_00000210.jpg,129,182,68,129,7
dataset\0007청금강앵무\0007_00000136.jpg,111,179,37,111,7
dataset\0007청금강앵무\0007_00000313.jpg,137,175,64,107,7
dataset\0007청금강앵무\0007_00000300.jpg,141,179,56,99,7
dataset\0007청금강앵무\0007_00000242.jpg,139,184,41,95,7
dataset\0007청금강앵무\0007_00000325.jpg,211,274,123,182,7
dataset\0007청금강앵무\0007_00000093.jpg,88,162,12,73,7
dataset\0007청금강앵무\0007_00000219.jpg,136,188,42,104,7
dataset\0007청금강앵무\0007_00000289.jpg,144,179,46,88,7
dataset\0007청금강앵무\0007_00000105.jpg,77,151,13,75,7
dataset\0007청금강앵무\0007_00000221.jpg,135,187,41,103,7
dataset\0007청금강앵무\0007_00000189.jpg,103,171,58,132,7
dataset\0007청금강앵무\0007_00000286.jpg,143,179,40,83,7
dataset\0007청금강앵무\0007_00000234.jpg,136,183,49,105,7
dataset\0007청금강앵무\0007_00000174.jpg,112,180,48,121,7
dataset\0007청금강앵무\0007_00000290.jpg,143,178,48,89,7
dataset\0007청금강앵무\0007_00000138.jpg,112,180,36,109,7
dataset\0007청금강앵무\0007_00000191.jpg,107,175,60,133,7
dataset\0007청금강앵무\0007_00000182.jpg,101,170,54,128,7
dataset\0007청금강앵무\0007_00000207.jpg,127,179,69,131,7
dataset\0007청금강앵무\0007_00000229.jpg,135,184,41,100,7
dataset\0007청금강앵무\0007_00000039.jpg,121,219,85,137,7
dataset\0007청금강앵무\0007_00000104.jpg,79,152,10,72,7
dataset\0007청금강앵무\0007_00000265.jpg,137,183,6,60,7
dataset\0007청금강앵무\0007_00000333.jpg,203,255,159,231,7
dataset\0007청금강앵무\0007_00000159.jpg,131,199,24,97,7
dataset\0007청금강앵무\0007_00000044.jpg,131,229,80,132,7
dataset\0007청금강앵무\0007_00000070.jpg,175,281,52,104,7
dataset\0007청금강앵무\0007_00000041.jpg,125,223,83,135,7
dataset\0007청금강앵무\0007_00000199.jpg,123,175,69,131,7
dataset\0007청금강앵무\0007_00000024.jpg,147,250,85,140,7
dataset\0007청금강앵무\0007_00000003.jpg,194,281,69,128,7
dataset\0007청금강앵무\0007_00000270.jpg,143,186,10,61,7
dataset\0007청금강앵무\0007_00000082.jpg,200,290,72,124,7
dataset\0007청금강앵무\0007_00000303.jpg,141,179,61,104,7
dataset\0007청금강앵무\0007_00000185.jpg,107,175,54,128,7
dataset\0007청금강앵무\0007_00000036.jpg,117,220,88,143,7
dataset\0007청금강앵무\0007_00000294.jpg,141,179,48,91,7
dataset\0007청금강앵무\0007_00000137.jpg,112,180,37,111,7
dataset\0007청금강앵무\0007_00000255.jpg,139,184,8,61,7
dataset\0007청금강앵무\0007_00000287.jpg,145,182,42,85,7
dataset\0007청금강앵무\0007_00000175.jpg,112,180,50,124,7
dataset\0007청금강앵무\0007_00000161.jpg,121,190,18,92,7
dataset\0007청금강앵무\0007_00000236.jpg,135,180,56,109,7
dataset\0007청금강앵무\0007_00000144.jpg,121,190,30,104,7
dataset\0007청금강앵무\0007_00000146.jpg,123,191,32,105,7
dataset\0007청금강앵무\0007_00000088.jpg,203,293,81,133,7
dataset\0007청금강앵무\0007_00000165.jpg,116,184,24,97,7
dataset\0007청금강앵무\0007_00000058.jpg,155,261,66,119,7
dataset\0007청금강앵무\0007_00000032.jpg,128,231,88,143,7
dataset\0007청금강앵무\0007_00000047.jpg,139,237,73,125,7
dataset\0007청금강앵무\0007_00000200.jpg,124,176,69,131,7
dataset\0007청금강앵무\0007_00000128.jpg,109,178,41,115,7
dataset\0007청금강앵무\0007_00000248.jpg,137,183,18,72,7
dataset\0007청금강앵무\0007_00000272.jpg,147,187,16,64,7
dataset\0007청금강앵무\0007_00000160.jpg,121,190,20,93,7
dataset\0007청금강앵무\0007_00000297.jpg,141,179,53,96,7
dataset\0007청금강앵무\0007_00000164.jpg,117,186,22,96,7
dataset\0007청금강앵무\0007_00000320.jpg,129,168,58,104,7
dataset\0007청금강앵무\0007_00000021.jpg,158,261,79,139,7
dataset\0007청금강앵무\0007_00000224.jpg,136,188,40,101,7
dataset\0007청금강앵무\0007_00000275.jpg,140,180,22,70,7
dataset\0007청금강앵무\0007_00000112.jpg,83,156,24,85,7
dataset\0007청금강앵무\0007_00000005.jpg,198,285,76,135,7
dataset\0007청금강앵무\0007_00000203.jpg,124,176,69,131,7
dataset\0007청금강앵무\0007_00000099.jpg,80,154,12,73,7
dataset\0007청금강앵무\0007_00000312.jpg,140,178,65,108,7
dataset\0007청금강앵무\0007_00000095.jpg,85,159,14,76,7
dataset\0007청금강앵무\0007_00000192.jpg,112,170,65,133,7
dataset\0007청금강앵무\0007_00000206.jpg,125,178,70,132,7
dataset\0007청금강앵무\0007_00000052.jpg,144,250,72,124,7
dataset\0007청금강앵무\0007_00000218.jpg,135,187,48,109,7
dataset\0007청금강앵무\0007_00000132.jpg,113,182,38,112,7
dataset\0007청금강앵무\0007_00000256.jpg,139,184,6,60,7
dataset\0007청금강앵무\0007_00000230.jpg,135,184,44,103,7
dataset\0007청금강앵무\0007_00000247.jpg,139,184,20,73,7
dataset\0007청금강앵무\0007_00000194.jpg,115,172,65,133,7
dataset\0007청금강앵무\0007_00000167.jpg,116,184,25,99,7
dataset\0007청금강앵무\0007_00000154.jpg,127,195,25,99,7
dataset\0007청금강앵무\0007_00000187.jpg,103,171,57,131,7
dataset\0007청금강앵무\0007_00000049.jpg,139,245,75,127,7
dataset\0007청금강앵무\0007_00000042.jpg,127,225,83,135,7
dataset\0007청금강앵무\0007_00000193.jpg,113,171,65,133,7
dataset\0007청금강앵무\0007_00000306.jpg,143,180,62,105,7
dataset\0007청금강앵무\0007_00000071.jpg,178,283,52,104,7
dataset\0007청금강앵무\0007_00000155.jpg,125,194,26,100,7
dataset\0007청금강앵무\0007_00000152.jpg,127,195,26,100,7
dataset\0007청금강앵무\0007_00000214.jpg,133,186,57,119,7
dataset\0007청금강앵무\0007_00000196.jpg,116,171,69,135,7
dataset\0007청금강앵무\0007_00000107.jpg,80,154,12,73,7
dataset\0007청금강앵무\0007_00000232.jpg,136,186,46,105,7
dataset\0007청금강앵무\0007_00000069.jpg,174,279,50,103,7
dataset\0007청금강앵무\0007_00000061.jpg,163,269,65,117,7
dataset\0007청금강앵무\0007_00000323.jpg,115,159,66,112,7
dataset\0007청금강앵무\0007_00000089.jpg,204,290,83,132,7
dataset\0007청금강앵무\0007_00000130.jpg,111,179,38,112,7
dataset\0007청금강앵무\0007_00000038.jpg,116,219,87,141,7
dataset\0007청금강앵무\0007_00000018.jpg,167,270,79,139,7
dataset\0007청금강앵무\0007_00000001.jpg,198,285,64,129,7
dataset\0007청금강앵무\0007_00000008.jpg,204,291,80,139,7
dataset\0007청금강앵무\0007_00000064.jpg,170,275,65,117,7
dataset\0007청금강앵무\0007_00000319.jpg,131,168,60,103,7
dataset\0007청금강앵무\0007_00000140.jpg,113,182,34,108,7
dataset\0007청금강앵무\0007_00000249.jpg,136,182,16,69,7
dataset\0007청금강앵무\0007_00000257.jpg,139,184,4,57,7
dataset\0007청금강앵무\0007_00000253.jpg,137,183,9,62,7
dataset\0007청금강앵무\0007_00000151.jpg,125,194,29,103,7
dataset\0007청금강앵무\0007_00000322.jpg,125,164,48,93,7
dataset\0007청금강앵무\0007_00000292.jpg,140,175,49,91,7
dataset\0007청금강앵무\0007_00000282.jpg,140,176,40,83,7
dataset\0007청금강앵무\0007_00000040.jpg,121,219,84,136,7
dataset\0007청금강앵무\0007_00000222.jpg,135,187,44,105,7
dataset\0007청금강앵무\0007_00000177.jpg,108,176,54,128,7
dataset\0007청금강앵무\0007_00000078.jpg,202,291,64,116,7
dataset\0007청금강앵무\0007_00000239.jpg,136,182,53,107,7
dataset\0007청금강앵무\0007_00000016.jpg,176,279,79,139,7
dataset\0007청금강앵무\0007_00000291.jpg,141,176,48,89,7
dataset\0007청금강앵무\0007_00000009.jpg,203,290,81,140,7
dataset\0007청금강앵무\0007_00000101.jpg,79,152,12,73,7
dataset\0007청금강앵무\0007_00000304.jpg,143,180,62,105,7
dataset\0007청금강앵무\0007_00000060.jpg,159,265,65,117,7
dataset\0007청금강앵무\0007_00000217.jpg,135,187,49,111,7
dataset\0007청금강앵무\0007_00000250.jpg,136,182,14,68,7
dataset\0007청금강앵무\0007_00000100.jpg,80,154,10,72,7
dataset\0007청금강앵무\0007_00000126.jpg,108,176,38,112,7
dataset\0007청금강앵무\0007_00000081.jpg,199,289,72,124,7
dataset\0007청금강앵무\0007_00000162.jpg,119,187,20,93,7
dataset\0007청금강앵무\0007_00000228.jpg,137,187,40,99,7
dataset\0007청금강앵무\0007_00000172.jpg,112,180,38,112,7
dataset\0007청금강앵무\0007_00000103.jpg,77,151,12,73,7
dataset\0007청금강앵무\0007_00000235.jpg,135,180,53,107,7
dataset\0007청금강앵무\0007_00000031.jpg,132,235,89,144,7
dataset\0007청금강앵무\0007_00000178.jpg,104,172,57,131,7
dataset\0007청금강앵무\0007_00000015.jpg,182,285,77,137,7
dataset\0007청금강앵무\0007_00000299.jpg,140,178,56,99,7
dataset\0007청금강앵무\0007_00000260.jpg,137,183,2,56,7
dataset\0007청금강앵무\0007_00000307.jpg,143,180,66,109,7
dataset\0007청금강앵무\0007_00000318.jpg,132,170,62,105,7
dataset\0007청금강앵무\0007_00000262.jpg,137,183,4,57,7
dataset\0007청금강앵무\0007_00000156.jpg,125,194,26,100,7
dataset\0007청금강앵무\0007_00000025.jpg,145,249,85,140,7
dataset\0007청금강앵무\0007_00000092.jpg,89,163,10,72,7
dataset\0007청금강앵무\0007_00000127.jpg,109,178,38,112,7
dataset\0007청금강앵무\0007_00000085.jpg,203,293,79,131,7
dataset\0007청금강앵무\0007_00000169.jpg,115,183,29,103,7
dataset\0007청금강앵무\0007_00000057.jpg,155,261,68,120,7
dataset\0007청금강앵무\0007_00000328.jpg,215,286,97,186,7
dataset\0007청금강앵무\0007_00000216.jpg,133,186,52,113,7
dataset\0007청금강앵무\0007_00000123.jpg,109,175,41,111,7
dataset\0007청금강앵무\0007_00000091.jpg,92,166,10,72,7
dataset\0007청금강앵무\0007_00000033.jpg,124,227,88,143,7
dataset\0007청금강앵무\0007_00000002.jpg,198,285,69,135,7
dataset\0007청금강앵무\0007_00000246.jpg,141,187,22,76,7
dataset\0007청금강앵무\0007_00000324.jpg,116,160,72,117,7
dataset\0007청금강앵무\0007_00000124.jpg,111,176,42,112,7
dataset\0007청금강앵무\0007_00000113.jpg,84,158,28,89,7
dataset\0007청금강앵무\0007_00000115.jpg,88,158,34,93,7
dataset\0007청금강앵무\0007_00000074.jpg,184,290,57,109,7
dataset\0007청금강앵무\0007_00000517.jpg,144,266,85,278,7
dataset\0007청금강앵무\0007_00000567.jpg,83,237,66,190,7
dataset\0007청금강앵무\0007_00000652.jpg,91,254,58,285,7
dataset\0007청금강앵무\0007_00000533.jpg,37,87,83,143,7
dataset\0007청금강앵무\0007_00000490.jpg,87,137,61,93,7
dataset\0007청금강앵무\0007_00000613.jpg,66,222,28,275,7
dataset\0007청금강앵무\0007_00000502.jpg,62,175,48,206,7
dataset\0007청금강앵무\0007_00000541.jpg,105,219,52,183,7
dataset\0007청금강앵무\0007_00000637.jpg,33,196,22,263,7
dataset\0007청금강앵무\0007_00000508.jpg,13,116,44,191,7
dataset\0007청금강앵무\0007_00000385.jpg,24,131,145,255,7
dataset\0007청금강앵무\0007_00000609.jpg,141,271,48,212,7
dataset\0007청금강앵무\0007_00000351.jpg,154,238,29,93,7
dataset\0007청금강앵무\0007_00000362.jpg,56,230,8,210,7
dataset\0007청금강앵무\0007_00000366.jpg,41,162,91,237,7
dataset\0007청금강앵무\0007_00000421.jpg,72,163,116,196,7
dataset\0007청금강앵무\0007_00000432.jpg,18,87,91,159,7
dataset\0007청금강앵무\0007_00000488.jpg,109,239,54,267,7
dataset\0007청금강앵무\0007_00000656.jpg,128,162,34,76,7
dataset\0007청금강앵무\0007_00000389.jpg,83,188,103,273,7
dataset\0007청금강앵무\0007_00000450.jpg,105,171,12,62,7
dataset\0007청금강앵무\0007_00000504.jpg,45,100,75,137,7
dataset\0007청금강앵무\0007_00000601.jpg,69,237,65,255,7
dataset\0007청금강앵무\0007_00000526.jpg,129,271,50,246,7
dataset\0007청금강앵무\0007_00000626.jpg,92,202,38,182,7
dataset\0007청금강앵무\0007_00000453.jpg,117,273,44,210,7
dataset\0007청금강앵무\0007_00000444.jpg,48,156,66,200,7
dataset\0007청금강앵무\0007_00000441.jpg,66,131,133,208,7
dataset\0007청금강앵무\0007_00000364.jpg,64,241,24,293,7
dataset\0007청금강앵무\0007_00000365.jpg,65,198,5,143,7
dataset\0007청금강앵무\0007_00000658.jpg,113,250,33,200,7
dataset\0007청금강앵무\0007_00000643.jpg,77,120,66,119,7
dataset\0007청금강앵무\0007_00000408.jpg,186,285,125,220,7
dataset\0007청금강앵무\0007_00000515.jpg,136,237,49,225,7
dataset\0007청금강앵무\0007_00000540.jpg,108,226,72,170,7
dataset\0007청금강앵무\0007_00000435.jpg,127,190,49,123,7
dataset\0007청금강앵무\0007_00000588.jpg,136,191,26,87,7
dataset\0007청금강앵무\0007_00000509.jpg,66,164,34,156,7
dataset\0007청금강앵무\0007_00000531.jpg,62,167,38,182,7
dataset\0007청금강앵무\0007_00000547.jpg,92,216,26,214,7
dataset\0007청금강앵무\0007_00000393.jpg,91,223,45,254,7
dataset\0007청금강앵무\0007_00000361.jpg,22,183,24,154,7
dataset\0007청금강앵무\0007_00000602.jpg,96,183,87,219,7
dataset\0007청금강앵무\0007_00000529.jpg,96,199,33,170,7
dataset\0007청금강앵무\0007_00000468.jpg,105,222,75,172,7
dataset\0007청금강앵무\0007_00000583.jpg,123,206,68,154,7
dataset\0007청금강앵무\0007_00000623.jpg,28,160,18,210,7
dataset\0007청금강앵무\0007_00000539.jpg,135,255,21,233,7
dataset\0007청금강앵무\0007_00000350.jpg,123,176,68,128,7
dataset\0007청금강앵무\0007_00000501.jpg,42,188,48,290,7
dataset\0007청금강앵무\0007_00000616.jpg,83,163,28,105,7
dataset\0007청금강앵무\0007_00000353.jpg,131,176,60,104,7
dataset\0007청금강앵무\0007_00000532.jpg,81,186,33,176,7
dataset\0007청금강앵무\0007_00000555.jpg,87,223,62,195,7
dataset\0007청금강앵무\0007_00000659.jpg,37,222,13,154,7
dataset\0007청금강앵무\0007_00000405.jpg,64,141,21,79,7
dataset\0007청금강앵무\0007_00000513.jpg,64,277,10,159,7
dataset\0007청금강앵무\0007_00000338.jpg,61,136,46,139,7
dataset\0007청금강앵무\0007_00000618.jpg,143,210,49,141,7
dataset\0007청금강앵무\0007_00000437.jpg,147,216,109,195,7
dataset\0007청금강앵무\0007_00000415.jpg,22,175,37,225,7
dataset\0007청금강앵무\0007_00000487.jpg,80,125,92,121,7
dataset\0007청금강앵무\0007_00000467.jpg,103,200,33,160,7
dataset\0007청금강앵무\0007_00000363.jpg,147,265,18,96,7
dataset\0007청금강앵무\0007_00000648.jpg,34,179,37,223,7
dataset\0007청금강앵무\0007_00000604.jpg,53,186,50,246,7
dataset\0007청금강앵무\0007_00000480.jpg,139,266,75,168,7
dataset\0007청금강앵무\0007_00000457.jpg,79,225,21,218,7
dataset\0007청금강앵무\0007_00000499.jpg,113,235,105,267,7
dataset\0007청금강앵무\0007_00000359.jpg,97,242,76,242,7
dataset\0007청금강앵무\0007_00000471.jpg,84,222,49,258,7
dataset\0007청금강앵무\0007_00000391.jpg,115,188,117,203,7
dataset\0007청금강앵무\0007_00000542.jpg,88,191,64,220,7
dataset\0007청금강앵무\0007_00000667.jpg,20,93,100,210,7
dataset\0007청금강앵무\0007_00000562.jpg,38,145,29,117,7
dataset\0007청금강앵무\0007_00000576.jpg,162,215,103,145,7
dataset\0007청금강앵무\0007_00000357.jpg,159,212,57,119,7
dataset\0007청금강앵무\0007_00000375.jpg,183,241,5,66,7
dataset\0007청금강앵무\0007_00000650.jpg,139,204,73,152,7
dataset\0007청금강앵무\0007_00000569.jpg,34,176,54,270,7
dataset\0007청금강앵무\0007_00000579.jpg,164,243,33,135,7
dataset\0007청금강앵무\0007_00000560.jpg,49,97,93,156,7
dataset\0007청금강앵무\0007_00000668.jpg,127,237,62,210,7
